angry0,angry1,box0,box1,disgust0,disgust1,fear0,fear1,happy0,happy1,neutral0,neutral1,sad0,sad1,surprise0,surprise1
0.03,,"[83, 84, 231, 310]",,0.0,,0.06,,0.05,,0.8,,0.06,,0.01,
0.04,,"[82, 84, 231, 309]",,0.0,,0.09,,0.03,,0.77,,0.06,,0.0,
0.03,,"[82, 84, 231, 312]",,0.0,,0.07,,0.03,,0.82,,0.05,,0.01,
0.03,,"[83, 87, 230, 307]",,0.0,,0.05,,0.02,,0.85,,0.05,,0.0,
0.02,,"[82, 84, 232, 311]",,0.0,,0.05,,0.04,,0.84,,0.05,,0.0,
0.04,0.08,"[83, 86, 229, 308]","[343, 228, 52, 76]",0.0,0.0,0.06,0.17,0.02,0.22,0.81,0.17,0.06,0.33,0.0,0.03
0.04,0.07,"[82, 85, 231, 309]","[343, 228, 52, 77]",0.0,0.01,0.08,0.18,0.02,0.21,0.79,0.16,0.07,0.34,0.0,0.03
0.04,0.08,"[83, 83, 229, 311]","[343, 228, 52, 76]",0.0,0.0,0.08,0.15,0.03,0.22,0.78,0.14,0.07,0.38,0.01,0.03
0.03,0.08,"[83, 84, 229, 310]","[343, 228, 52, 76]",0.0,0.0,0.1,0.15,0.03,0.22,0.75,0.14,0.07,0.38,0.01,0.03
0.08,,"[81, 78, 232, 318]",,0.0,,0.18,,0.01,,0.61,,0.09,,0.02,
0.1,,"[81, 78, 232, 317]",,0.0,,0.25,,0.01,,0.48,,0.12,,0.04,
0.14,,"[82, 79, 232, 316]",,0.0,,0.39,,0.0,,0.18,,0.15,,0.15,
0.14,,"[82, 79, 232, 316]",,0.0,,0.39,,0.0,,0.18,,0.15,,0.14,
0.14,,"[82, 77, 233, 320]",,0.0,,0.47,,0.0,,0.05,,0.17,,0.16,
0.13,,"[83, 77, 232, 320]",,0.0,,0.48,,0.0,,0.05,,0.18,,0.15,
0.14,,"[82, 76, 233, 322]",,0.0,,0.49,,0.0,,0.04,,0.18,,0.14,
0.14,,"[82, 76, 233, 322]",,0.0,,0.5,,0.0,,0.04,,0.17,,0.14,
0.09,,"[82, 74, 233, 324]",,0.0,,0.47,,0.0,,0.04,,0.17,,0.21,
0.09,,"[82, 74, 233, 324]",,0.0,,0.47,,0.0,,0.04,,0.17,,0.22,
0.05,0.06,"[81, 70, 234, 327]","[340, 227, 51, 76]",0.0,0.0,0.42,0.19,0.0,0.21,0.06,0.12,0.13,0.35,0.34,0.06
0.05,0.07,"[81, 70, 234, 327]","[340, 227, 51, 76]",0.0,0.0,0.42,0.19,0.0,0.22,0.06,0.12,0.13,0.36,0.34,0.06
0.05,,"[81, 72, 234, 323]",,0.0,,0.39,,0.01,,0.1,,0.21,,0.23,
0.05,,"[81, 72, 234, 323]",,0.0,,0.42,,0.0,,0.09,,0.21,,0.23,
0.04,,"[82, 74, 233, 319]",,0.0,,0.42,,0.01,,0.08,,0.18,,0.28,
0.04,,"[82, 74, 233, 319]",,0.0,,0.42,,0.01,,0.08,,0.19,,0.27,
0.05,,"[82, 74, 233, 321]",,0.0,,0.45,,0.0,,0.05,,0.15,,0.28,
0.05,,"[82, 74, 233, 321]",,0.0,,0.45,,0.0,,0.05,,0.16,,0.28,
0.15,,"[82, 76, 232, 323]",,0.0,,0.34,,0.01,,0.09,,0.14,,0.27,
0.15,,"[82, 76, 232, 323]",,0.0,,0.33,,0.01,,0.09,,0.15,,0.27,
0.23,0.05,"[82, 80, 231, 320]","[341, 229, 47, 70]",0.0,0.01,0.39,0.18,0.01,0.27,0.07,0.12,0.22,0.35,0.08,0.03
0.18,0.05,"[82, 81, 231, 320]","[341, 229, 47, 70]",0.0,0.01,0.42,0.19,0.01,0.27,0.05,0.12,0.26,0.34,0.09,0.03
0.18,,"[82, 82, 230, 320]",,0.0,,0.42,,0.01,,0.07,,0.27,,0.06,
0.16,,"[82, 83, 230, 319]",,0.0,,0.43,,0.01,,0.07,,0.28,,0.05,
0.17,,"[81, 84, 228, 316]",,0.0,,0.3,,0.02,,0.17,,0.31,,0.03,
0.14,,"[81, 85, 229, 316]",,0.0,,0.38,,0.02,,0.13,,0.28,,0.05,
0.09,0.05,"[77, 84, 230, 315]","[338, 229, 46, 67]",0.0,0.0,0.3,0.16,0.03,0.28,0.27,0.13,0.29,0.35,0.02,0.03
0.07,,"[76, 84, 231, 315]",,0.0,,0.29,,0.03,,0.29,,0.31,,0.02,
0.06,,"[72, 82, 234, 320]",,0.0,,0.24,,0.03,,0.49,,0.16,,0.01,
0.06,,"[72, 80, 232, 314]",,0.0,,0.32,,0.02,,0.39,,0.19,,0.02,
0.03,,"[71, 87, 232, 309]",,0.0,,0.19,,0.08,,0.64,,0.06,,0.0,
0.03,,"[72, 87, 232, 309]",,0.0,,0.17,,0.1,,0.64,,0.06,,0.0,
0.03,,"[69, 87, 233, 309]",,0.0,,0.18,,0.04,,0.69,,0.05,,0.0,
0.05,,"[69, 86, 234, 310]",,0.0,,0.2,,0.03,,0.66,,0.05,,0.0,
0.05,,"[68, 91, 231, 305]",,0.0,,0.25,,0.01,,0.53,,0.15,,0.01,
0.07,,"[67, 87, 232, 309]",,0.0,,0.34,,0.01,,0.4,,0.17,,0.01,
0.05,,"[65, 91, 233, 305]",,0.0,,0.31,,0.01,,0.32,,0.29,,0.02,
0.06,,"[65, 91, 232, 304]",,0.0,,0.38,,0.01,,0.27,,0.27,,0.02,
0.05,,"[65, 91, 231, 307]",,0.0,,0.37,,0.0,,0.34,,0.22,,0.01,
0.05,,"[64, 92, 231, 305]",,0.0,,0.41,,0.0,,0.27,,0.25,,0.02,
0.06,,"[64, 95, 229, 303]",,0.0,,0.42,,0.0,,0.25,,0.23,,0.03,
0.06,,"[62, 94, 232, 305]",,0.0,,0.43,,0.0,,0.25,,0.23,,0.03,
0.06,,"[61, 94, 231, 305]",,0.0,,0.49,,0.0,,0.18,,0.23,,0.03,
0.06,,"[61, 94, 231, 305]",,0.0,,0.5,,0.0,,0.18,,0.23,,0.03,
0.06,,"[60, 93, 231, 307]",,0.0,,0.48,,0.0,,0.22,,0.2,,0.03,
0.05,,"[60, 94, 231, 306]",,0.0,,0.54,,0.0,,0.18,,0.19,,0.03,
0.08,,"[55, 86, 231, 317]",,0.0,,0.31,,0.01,,0.32,,0.23,,0.05,
0.07,,"[55, 87, 231, 316]",,0.0,,0.28,,0.01,,0.39,,0.2,,0.04,
0.07,,"[55, 88, 233, 313]",,0.0,,0.38,,0.01,,0.28,,0.22,,0.04,
0.06,,"[55, 87, 234, 315]",,0.0,,0.43,,0.01,,0.25,,0.2,,0.05,
0.03,,"[56, 89, 233, 312]",,0.0,,0.31,,0.02,,0.45,,0.16,,0.03,
0.09,,"[54, 88, 235, 310]",,0.0,,0.16,,0.04,,0.66,,0.04,,0.01,
0.07,,"[54, 87, 235, 311]",,0.0,,0.15,,0.04,,0.69,,0.04,,0.01,
0.07,,"[54, 88, 235, 310]",,0.0,,0.14,,0.03,,0.7,,0.04,,0.01,
0.07,,"[54, 88, 235, 310]",,0.0,,0.13,,0.04,,0.71,,0.04,,0.01,
0.06,,"[55, 88, 235, 309]",,0.0,,0.16,,0.04,,0.68,,0.04,,0.01,
0.06,,"[55, 88, 235, 310]",,0.0,,0.12,,0.04,,0.73,,0.04,,0.01,
0.03,,"[56, 93, 230, 305]",,0.0,,0.12,,0.02,,0.77,,0.06,,0.0,
0.03,,"[56, 92, 231, 306]",,0.0,,0.11,,0.02,,0.79,,0.05,,0.0,
0.06,,"[54, 94, 233, 306]",,0.0,,0.34,,0.01,,0.5,,0.08,,0.02,
0.04,,"[55, 94, 232, 305]",,0.0,,0.33,,0.01,,0.51,,0.09,,0.01,
0.22,,"[55, 97, 230, 305]",,0.0,,0.49,,0.01,,0.15,,0.11,,0.02,
0.23,,"[56, 97, 229, 306]",,0.0,,0.46,,0.01,,0.16,,0.13,,0.01,
0.12,,"[57, 95, 232, 311]",,0.0,,0.48,,0.01,,0.24,,0.13,,0.03,
0.12,,"[57, 95, 232, 310]",,0.0,,0.53,,0.01,,0.18,,0.12,,0.03,
0.08,,"[57, 91, 233, 316]",,0.0,,0.39,,0.01,,0.28,,0.11,,0.13,
0.1,,"[57, 92, 233, 315]",,0.0,,0.39,,0.01,,0.29,,0.13,,0.08,
0.04,,"[57, 89, 235, 316]",,0.0,,0.37,,0.01,,0.3,,0.1,,0.19,
0.04,,"[57, 89, 235, 316]",,0.0,,0.36,,0.01,,0.3,,0.1,,0.19,
0.04,,"[58, 92, 233, 313]",,0.0,,0.33,,0.01,,0.44,,0.11,,0.07,
0.04,,"[58, 92, 233, 313]",,0.0,,0.34,,0.01,,0.42,,0.11,,0.07,
0.04,,"[57, 87, 233, 314]",,0.0,,0.38,,0.0,,0.36,,0.14,,0.08,
0.04,,"[57, 86, 233, 315]",,0.0,,0.4,,0.0,,0.34,,0.1,,0.12,
0.05,,"[57, 88, 234, 312]",,0.0,,0.43,,0.0,,0.26,,0.18,,0.08,
0.04,,"[58, 88, 233, 312]",,0.0,,0.43,,0.0,,0.25,,0.16,,0.12,
0.04,,"[56, 86, 234, 313]",,0.0,,0.35,,0.01,,0.33,,0.11,,0.17,
0.04,,"[57, 87, 233, 312]",,0.0,,0.37,,0.0,,0.3,,0.14,,0.15,
0.04,,"[58, 88, 232, 311]",,0.0,,0.44,,0.0,,0.25,,0.17,,0.11,
0.04,,"[57, 87, 233, 312]",,0.0,,0.43,,0.0,,0.27,,0.13,,0.13,
0.04,,"[57, 86, 233, 312]",,0.0,,0.35,,0.01,,0.38,,0.1,,0.12,
0.04,,"[58, 88, 233, 311]",,0.0,,0.38,,0.0,,0.34,,0.17,,0.07,
0.03,,"[57, 87, 234, 311]",,0.0,,0.3,,0.01,,0.47,,0.1,,0.09,
0.04,,"[57, 87, 233, 311]",,0.0,,0.31,,0.01,,0.44,,0.11,,0.08,
0.05,,"[59, 87, 233, 312]",,0.0,,0.29,,0.01,,0.5,,0.08,,0.06,
0.05,,"[59, 87, 233, 312]",,0.0,,0.29,,0.01,,0.5,,0.08,,0.06,
0.04,,"[59, 88, 232, 310]",,0.0,,0.18,,0.02,,0.64,,0.08,,0.03,
0.04,,"[58, 88, 233, 309]",,0.0,,0.15,,0.02,,0.68,,0.07,,0.03,
0.02,,"[57, 86, 234, 311]",,0.0,,0.09,,0.03,,0.81,,0.04,,0.01,
0.03,,"[57, 86, 234, 311]",,0.0,,0.09,,0.03,,0.8,,0.04,,0.01,
0.04,,"[58, 82, 233, 316]",,0.0,,0.17,,0.03,,0.68,,0.07,,0.01,
0.03,,"[58, 82, 232, 316]",,0.0,,0.14,,0.02,,0.74,,0.05,,0.01,
0.05,,"[60, 91, 230, 307]",,0.0,,0.15,,0.03,,0.71,,0.06,,0.01,
0.05,,"[60, 91, 230, 307]",,0.0,,0.15,,0.03,,0.7,,0.06,,0.01,
0.03,,"[58, 88, 232, 310]",,0.0,,0.09,,0.03,,0.79,,0.05,,0.01,
0.03,,"[58, 88, 232, 310]",,0.0,,0.09,,0.03,,0.79,,0.06,,0.01,
0.03,,"[58, 89, 232, 309]",,0.0,,0.1,,0.03,,0.78,,0.05,,0.01,
0.03,,"[58, 89, 232, 309]",,0.0,,0.1,,0.03,,0.78,,0.05,,0.01,
0.03,,"[57, 89, 232, 308]",,0.0,,0.11,,0.04,,0.77,,0.05,,0.01,
0.03,,"[58, 91, 231, 307]",,0.0,,0.1,,0.04,,0.77,,0.06,,0.01,
0.03,,"[56, 89, 233, 309]",,0.0,,0.09,,0.03,,0.79,,0.05,,0.01,
0.03,,"[56, 88, 233, 309]",,0.0,,0.09,,0.03,,0.8,,0.04,,0.01,
0.03,,"[57, 89, 232, 309]",,0.0,,0.1,,0.03,,0.79,,0.04,,0.01,
0.03,,"[56, 89, 233, 309]",,0.0,,0.1,,0.03,,0.78,,0.05,,0.01,
0.03,,"[56, 89, 233, 309]",,0.0,,0.12,,0.03,,0.75,,0.06,,0.01,
0.04,,"[57, 90, 232, 308]",,0.0,,0.12,,0.02,,0.74,,0.07,,0.01,
0.04,,"[58, 91, 231, 307]",,0.0,,0.13,,0.03,,0.72,,0.07,,0.01,
0.04,,"[59, 92, 230, 307]",,0.0,,0.13,,0.02,,0.74,,0.05,,0.02,
0.04,,"[58, 90, 231, 308]",,0.0,,0.09,,0.02,,0.79,,0.05,,0.01,
0.04,,"[58, 91, 231, 307]",,0.0,,0.11,,0.03,,0.75,,0.06,,0.01,
0.04,,"[58, 89, 232, 308]",,0.0,,0.1,,0.03,,0.77,,0.05,,0.01,
0.04,,"[61, 92, 229, 307]",,0.0,,0.13,,0.02,,0.73,,0.06,,0.02,
0.04,,"[57, 86, 233, 312]",,0.0,,0.09,,0.02,,0.81,,0.04,,0.01,
0.04,,"[57, 86, 233, 312]",,0.0,,0.09,,0.02,,0.8,,0.04,,0.01,
0.04,,"[58, 85, 232, 313]",,0.0,,0.1,,0.02,,0.78,,0.04,,0.01,
0.04,,"[58, 85, 233, 312]",,0.0,,0.14,,0.03,,0.74,,0.05,,0.01,
0.04,,"[57, 86, 233, 312]",,0.0,,0.11,,0.02,,0.77,,0.06,,0.01,
0.04,,"[58, 86, 233, 312]",,0.0,,0.1,,0.02,,0.79,,0.05,,0.01,
0.04,,"[57, 85, 234, 314]",,0.0,,0.11,,0.02,,0.77,,0.05,,0.01,
0.03,,"[57, 85, 234, 314]",,0.0,,0.1,,0.02,,0.78,,0.05,,0.01,
0.04,,"[58, 85, 232, 313]",,0.0,,0.14,,0.02,,0.74,,0.06,,0.01,
0.03,,"[57, 86, 234, 312]",,0.0,,0.11,,0.02,,0.78,,0.05,,0.01,
0.03,,"[57, 87, 233, 310]",,0.0,,0.09,,0.02,,0.81,,0.05,,0.01,
0.03,,"[58, 85, 233, 313]",,0.0,,0.1,,0.02,,0.79,,0.05,,0.01,
0.03,,"[57, 86, 234, 312]",,0.0,,0.09,,0.01,,0.81,,0.05,,0.01,
0.03,,"[57, 86, 234, 312]",,0.0,,0.09,,0.01,,0.81,,0.05,,0.01,
0.03,,"[58, 86, 232, 312]",,0.0,,0.09,,0.02,,0.81,,0.05,,0.01,
0.03,,"[58, 86, 232, 311]",,0.0,,0.09,,0.02,,0.8,,0.05,,0.01,
0.03,,"[58, 86, 231, 311]",,0.0,,0.11,,0.02,,0.78,,0.05,,0.01,
0.03,,"[58, 85, 232, 312]",,0.0,,0.12,,0.02,,0.77,,0.05,,0.01,
0.03,,"[58, 87, 232, 310]",,0.0,,0.08,,0.02,,0.81,,0.05,,0.01,
0.03,,"[58, 87, 232, 310]",,0.0,,0.09,,0.02,,0.8,,0.05,,0.01,
0.04,,"[61, 94, 228, 305]",,0.0,,0.11,,0.02,,0.77,,0.05,,0.01,
0.03,,"[57, 87, 233, 311]",,0.0,,0.09,,0.02,,0.79,,0.05,,0.01,
0.04,,"[61, 93, 229, 307]",,0.0,,0.1,,0.02,,0.79,,0.04,,0.01,
0.04,,"[61, 93, 229, 307]",,0.0,,0.1,,0.02,,0.79,,0.04,,0.01,
0.04,,"[58, 87, 233, 308]",,0.0,,0.14,,0.03,,0.74,,0.05,,0.01,
0.03,,"[58, 87, 233, 308]",,0.0,,0.14,,0.04,,0.73,,0.05,,0.01,
0.04,,"[58, 89, 233, 306]",,0.0,,0.18,,0.04,,0.66,,0.07,,0.01,
0.04,,"[58, 89, 233, 306]",,0.0,,0.18,,0.04,,0.66,,0.07,,0.01,
0.03,,"[58, 87, 233, 309]",,0.0,,0.14,,0.03,,0.72,,0.07,,0.01,
0.04,,"[59, 88, 232, 307]",,0.0,,0.17,,0.04,,0.68,,0.06,,0.02,
0.04,,"[58, 87, 234, 310]",,0.0,,0.11,,0.02,,0.76,,0.07,,0.01,
0.03,,"[59, 88, 233, 307]",,0.0,,0.16,,0.04,,0.7,,0.06,,0.01,
0.03,,"[60, 88, 232, 308]",,0.0,,0.14,,0.02,,0.74,,0.05,,0.01,
0.03,,"[60, 87, 232, 308]",,0.0,,0.13,,0.03,,0.75,,0.06,,0.01,
0.03,,"[60, 87, 233, 309]",,0.0,,0.12,,0.03,,0.75,,0.06,,0.01,
0.04,,"[60, 87, 233, 310]",,0.0,,0.12,,0.02,,0.74,,0.07,,0.01,
0.03,,"[61, 86, 232, 312]",,0.0,,0.09,,0.02,,0.81,,0.04,,0.01,
0.03,,"[61, 86, 232, 312]",,0.0,,0.09,,0.02,,0.8,,0.05,,0.01,
0.04,,"[61, 87, 232, 309]",,0.0,,0.13,,0.02,,0.74,,0.06,,0.01,
0.03,,"[61, 87, 232, 309]",,0.0,,0.12,,0.02,,0.75,,0.06,,0.01,
0.03,,"[60, 86, 233, 311]",,0.0,,0.09,,0.02,,0.81,,0.04,,0.01,
0.03,,"[61, 87, 232, 309]",,0.0,,0.11,,0.03,,0.77,,0.06,,0.01,
0.03,,"[61, 87, 232, 308]",,0.0,,0.15,,0.03,,0.71,,0.07,,0.01,
0.03,,"[60, 87, 233, 309]",,0.0,,0.12,,0.03,,0.76,,0.06,,0.01,
0.03,,"[61, 87, 232, 309]",,0.0,,0.14,,0.03,,0.72,,0.07,,0.01,
0.03,,"[61, 88, 232, 308]",,0.0,,0.16,,0.02,,0.69,,0.08,,0.01,
0.03,,"[60, 87, 233, 309]",,0.0,,0.12,,0.02,,0.74,,0.07,,0.01,
0.04,,"[60, 87, 233, 308]",,0.0,,0.14,,0.03,,0.72,,0.07,,0.01,
0.04,,"[60, 89, 232, 306]",,0.0,,0.18,,0.03,,0.67,,0.07,,0.01,
0.04,,"[60, 88, 233, 307]",,0.0,,0.16,,0.02,,0.7,,0.07,,0.01,
0.03,,"[59, 93, 231, 301]",,0.0,,0.11,,0.03,,0.8,,0.04,,0.0,
0.03,,"[59, 93, 231, 301]",,0.0,,0.11,,0.03,,0.8,,0.04,,0.0,
0.03,,"[57, 95, 231, 299]",,0.0,,0.27,,0.03,,0.63,,0.05,,0.0,
0.02,,"[59, 95, 229, 299]",,0.0,,0.23,,0.03,,0.67,,0.05,,0.0,
0.02,,"[59, 92, 230, 302]",,0.0,,0.16,,0.04,,0.75,,0.03,,0.0,
0.03,,"[58, 91, 230, 303]",,0.0,,0.22,,0.04,,0.68,,0.04,,0.0,
0.03,,"[59, 89, 230, 305]",,0.0,,0.15,,0.04,,0.73,,0.04,,0.0,
0.02,,"[58, 92, 231, 303]",,0.0,,0.11,,0.02,,0.82,,0.03,,0.0,
0.02,,"[58, 91, 232, 306]",,0.0,,0.08,,0.02,,0.85,,0.03,,0.0,
0.03,,"[59, 90, 231, 306]",,0.0,,0.08,,0.02,,0.83,,0.03,,0.0,
0.03,,"[57, 89, 233, 307]",,0.0,,0.07,,0.02,,0.84,,0.03,,0.0,
0.02,,"[57, 94, 232, 304]",,0.0,,0.05,,0.01,,0.87,,0.04,,0.0,
0.03,,"[58, 95, 230, 303]",,0.0,,0.06,,0.02,,0.85,,0.04,,0.0,
0.03,,"[58, 94, 231, 304]",,0.0,,0.07,,0.02,,0.84,,0.04,,0.0,
0.03,,"[59, 94, 229, 304]",,0.0,,0.08,,0.02,,0.82,,0.05,,0.01,
0.03,,"[56, 94, 233, 306]",,0.0,,0.05,,0.01,,0.87,,0.03,,0.0,
0.03,,"[58, 94, 231, 305]",,0.0,,0.06,,0.02,,0.85,,0.03,,0.0,
0.03,,"[57, 94, 232, 305]",,0.0,,0.06,,0.02,,0.85,,0.04,,0.0,
0.03,,"[59, 93, 231, 307]",,0.0,,0.06,,0.01,,0.86,,0.04,,0.0,
0.03,,"[56, 94, 233, 306]",,0.0,,0.06,,0.01,,0.87,,0.03,,0.0,
0.04,,"[57, 94, 231, 304]",,0.0,,0.07,,0.01,,0.82,,0.05,,0.0,
0.04,,"[56, 95, 232, 304]",,0.0,,0.07,,0.01,,0.83,,0.04,,0.0,
0.03,,"[57, 93, 232, 307]",,0.0,,0.06,,0.01,,0.86,,0.04,,0.0,
0.03,,"[59, 93, 231, 307]",,0.0,,0.07,,0.01,,0.84,,0.04,,0.0,
0.02,,"[58, 94, 231, 306]",,0.0,,0.05,,0.01,,0.88,,0.03,,0.0,
0.03,,"[58, 93, 231, 306]",,0.0,,0.07,,0.02,,0.83,,0.04,,0.0,
0.02,,"[58, 94, 231, 306]",,0.0,,0.05,,0.01,,0.88,,0.03,,0.0,
0.02,,"[58, 94, 231, 306]",,0.0,,0.05,,0.01,,0.88,,0.03,,0.0,
0.03,,"[58, 94, 232, 305]",,0.0,,0.07,,0.01,,0.84,,0.04,,0.0,
0.04,,"[57, 87, 235, 311]",,0.0,,0.08,,0.02,,0.82,,0.04,,0.01,
0.03,,"[58, 93, 232, 307]",,0.0,,0.09,,0.01,,0.84,,0.03,,0.0,
0.03,,"[58, 93, 232, 307]",,0.0,,0.08,,0.01,,0.84,,0.03,,0.0,
0.03,,"[58, 94, 231, 305]",,0.0,,0.08,,0.01,,0.82,,0.05,,0.0,
0.04,,"[59, 94, 231, 305]",,0.0,,0.07,,0.02,,0.83,,0.04,,0.0,
0.03,,"[59, 92, 232, 308]",,0.0,,0.08,,0.02,,0.82,,0.05,,0.01,
0.03,,"[60, 92, 231, 308]",,0.0,,0.1,,0.02,,0.8,,0.04,,0.01,
0.03,,"[59, 94, 231, 306]",,0.0,,0.09,,0.02,,0.81,,0.04,,0.01,
0.04,,"[60, 94, 230, 305]",,0.0,,0.11,,0.02,,0.76,,0.05,,0.01,
0.03,,"[60, 93, 231, 307]",,0.0,,0.11,,0.02,,0.79,,0.04,,0.01,
0.03,,"[59, 93, 232, 308]",,0.0,,0.09,,0.02,,0.82,,0.04,,0.0,
0.03,,"[59, 93, 231, 307]",,0.0,,0.09,,0.02,,0.81,,0.05,,0.01,
0.04,,"[59, 93, 232, 307]",,0.0,,0.12,,0.02,,0.76,,0.06,,0.01,
0.03,,"[59, 94, 231, 306]",,0.0,,0.09,,0.02,,0.81,,0.05,,0.01,
0.03,,"[58, 94, 232, 306]",,0.0,,0.07,,0.02,,0.83,,0.05,,0.0,
0.03,,"[59, 95, 230, 304]",,0.0,,0.08,,0.02,,0.82,,0.04,,0.0,
0.03,,"[58, 94, 232, 307]",,0.0,,0.08,,0.01,,0.84,,0.04,,0.0,
0.03,,"[58, 89, 234, 308]",,0.0,,0.1,,0.02,,0.81,,0.03,,0.0,
0.03,,"[58, 89, 234, 308]",,0.0,,0.11,,0.02,,0.8,,0.03,,0.0,
0.02,,"[60, 98, 228, 298]",,0.0,,0.35,,0.02,,0.55,,0.06,,0.0,
0.03,,"[60, 98, 228, 298]",,0.0,,0.34,,0.02,,0.55,,0.06,,0.0,
0.02,,"[57, 93, 232, 305]",,0.0,,0.25,,0.03,,0.65,,0.05,,0.0,
0.02,,"[59, 93, 230, 305]",,0.0,,0.26,,0.02,,0.64,,0.06,,0.0,
0.02,,"[58, 92, 231, 306]",,0.0,,0.27,,0.02,,0.62,,0.06,,0.0,
0.03,,"[56, 93, 229, 304]",,0.0,,0.25,,0.03,,0.64,,0.06,,0.0,
0.03,,"[58, 90, 232, 309]",,0.0,,0.36,,0.01,,0.54,,0.06,,0.0,
0.03,,"[58, 91, 232, 308]",,0.0,,0.32,,0.02,,0.57,,0.06,,0.0,
0.03,,"[57, 93, 232, 304]",,0.0,,0.35,,0.02,,0.53,,0.06,,0.0,
0.03,,"[57, 93, 233, 304]",,0.0,,0.36,,0.02,,0.53,,0.07,,0.0,
0.03,,"[56, 96, 231, 300]",,0.0,,0.24,,0.01,,0.63,,0.08,,0.0,
0.03,,"[56, 96, 231, 300]",,0.0,,0.24,,0.01,,0.64,,0.08,,0.0,
0.03,,"[59, 92, 228, 304]",,0.0,,0.11,,0.01,,0.75,,0.09,,0.0,
0.03,,"[59, 92, 228, 304]",,0.0,,0.11,,0.01,,0.76,,0.08,,0.0,
0.06,,"[60, 89, 232, 313]",,0.0,,0.14,,0.01,,0.67,,0.11,,0.01,
0.05,,"[60, 89, 232, 313]",,0.0,,0.13,,0.01,,0.68,,0.1,,0.01,
0.06,,"[61, 89, 231, 313]",,0.0,,0.15,,0.01,,0.68,,0.07,,0.03,
0.05,,"[61, 88, 231, 314]",,0.0,,0.15,,0.02,,0.68,,0.07,,0.03,
0.06,,"[61, 87, 232, 315]",,0.0,,0.15,,0.02,,0.65,,0.08,,0.04,
0.06,,"[61, 88, 231, 314]",,0.0,,0.14,,0.01,,0.67,,0.08,,0.03,
0.07,,"[62, 89, 232, 311]",,0.0,,0.19,,0.02,,0.58,,0.09,,0.05,
0.07,,"[62, 89, 232, 311]",,0.0,,0.19,,0.02,,0.59,,0.09,,0.05,
0.09,,"[62, 88, 231, 312]",,0.0,,0.18,,0.01,,0.58,,0.1,,0.04,
0.09,,"[62, 88, 231, 312]",,0.0,,0.19,,0.01,,0.58,,0.1,,0.04,
0.08,,"[63, 87, 231, 313]",,0.0,,0.17,,0.01,,0.6,,0.08,,0.05,
0.08,,"[63, 87, 231, 312]",,0.0,,0.21,,0.02,,0.55,,0.08,,0.05,
0.07,,"[63, 86, 230, 311]",,0.0,,0.24,,0.02,,0.54,,0.07,,0.05,
0.07,,"[63, 86, 230, 311]",,0.0,,0.24,,0.02,,0.53,,0.07,,0.06,
0.08,,"[63, 87, 229, 310]",,0.0,,0.23,,0.01,,0.52,,0.09,,0.05,
0.08,,"[63, 87, 229, 310]",,0.0,,0.24,,0.02,,0.51,,0.09,,0.06,
0.07,,"[63, 87, 230, 310]",,0.0,,0.22,,0.01,,0.56,,0.08,,0.05,
0.07,,"[63, 87, 230, 310]",,0.0,,0.23,,0.02,,0.55,,0.09,,0.05,
0.05,,"[60, 84, 232, 311]",,0.0,,0.19,,0.01,,0.68,,0.05,,0.01,
0.05,,"[62, 87, 229, 309]",,0.0,,0.12,,0.01,,0.75,,0.05,,0.02,
0.05,,"[58, 90, 232, 303]",,0.0,,0.13,,0.02,,0.74,,0.05,,0.01,
0.04,,"[57, 89, 234, 305]",,0.0,,0.1,,0.02,,0.77,,0.05,,0.01,
0.04,,"[59, 89, 232, 305]",,0.0,,0.1,,0.02,,0.78,,0.05,,0.02,
0.05,,"[58, 89, 232, 305]",,0.0,,0.09,,0.02,,0.77,,0.05,,0.01,
0.05,,"[60, 90, 230, 303]",,0.0,,0.11,,0.02,,0.75,,0.06,,0.02,
0.06,,"[59, 89, 232, 304]",,0.0,,0.12,,0.02,,0.73,,0.06,,0.01,
0.05,,"[64, 87, 229, 309]",,0.0,,0.12,,0.02,,0.73,,0.06,,0.03,
0.05,,"[64, 87, 229, 309]",,0.0,,0.12,,0.02,,0.72,,0.06,,0.03,
0.06,,"[63, 86, 230, 310]",,0.0,,0.13,,0.01,,0.73,,0.05,,0.02,
0.05,,"[62, 87, 230, 308]",,0.0,,0.12,,0.01,,0.75,,0.05,,0.02,
0.04,,"[63, 87, 229, 309]",,0.0,,0.11,,0.01,,0.75,,0.06,,0.02,
0.06,,"[63, 87, 230, 309]",,0.0,,0.13,,0.01,,0.72,,0.06,,0.02,
0.04,0.06,"[62, 87, 230, 308]","[326, 232, 45, 65]",0.0,0.0,0.12,0.18,0.01,0.21,0.76,0.2,0.05,0.32,0.01,0.03
0.03,0.06,"[63, 88, 229, 307]","[326, 232, 45, 65]",0.0,0.0,0.09,0.18,0.01,0.21,0.8,0.2,0.05,0.33,0.01,0.03
0.05,0.04,"[64, 89, 228, 306]","[326, 232, 45, 64]",0.0,0.0,0.13,0.17,0.01,0.24,0.7,0.2,0.08,0.31,0.02,0.03
0.06,0.04,"[59, 85, 232, 306]","[326, 232, 45, 64]",0.0,0.0,0.2,0.17,0.02,0.25,0.62,0.2,0.08,0.31,0.03,0.03
0.05,,"[57, 86, 234, 306]",,0.0,,0.2,,0.02,,0.63,,0.09,,0.02,
0.05,,"[57, 85, 234, 306]",,0.0,,0.17,,0.02,,0.67,,0.07,,0.02,
